seqnames,start,end,Log2FC,FDR,MeanDiff,group_name
chr18,56638211,56638711,4.195514409,0.000355648,0.152542799,C4
chr2,106761210,106761710,1.907007527,0.000370242,0.280261799,C4
chr14,65769466,65769966,1.551332388,0.000372719,0.403078409,C4
chr10,125568356,125568856,6.620582253,0.000388631,0.197165418,C4
chr16,11987383,11987883,6.353234636,0.000388631,0.163471611,C4
chr21,26735161,26735661,6.335733806,0.000388631,0.161476166,C4
chr4,185176070,185176570,6.570537484,0.000388631,0.190374315,C4
chr5,73351834,73352334,6.399065567,0.000388631,0.168813414,C4
chr6,151358324,151358824,6.805225399,0.000388631,0.224361947,C4
chrX,103173179,103173679,2.206980181,0.000388631,0.26304957,C4
chr9,129744513,129745013,1.407887443,0.000390067,0.73818019,C4
chr2,238933597,238934097,2.539154027,0.000391549,0.316844645,C4
chr3,183067819,183068319,1.737965729,0.000402981,0.579556875,C4
chr9,98770963,98771463,2.854930985,0.000406363,0.320972144,C4
chr11,6222123,6222623,2.325256123,0.000415484,0.260895632,C4
chr3,28055318,28055818,4.778759157,0.000417091,0.316133531,C4
chr16,85573105,85573605,4.222919861,0.000432824,0.220530131,C4
chr2,113579258,113579758,2.600299324,0.000432824,0.197806127,C4
chr3,27882291,27882791,4.432953697,0.000432824,0.271883139,C4
chr6,135945352,135945852,1.048165147,0.000432824,0.257056372,C4
chr15,100044841,100045341,3.965808289,0.000435949,0.269163446,C4
chrX,118782626,118783126,4.003617326,0.000438395,0.158664842,C4
chr11,117805707,117806207,3.60955641,0.000439172,0.167284527,C4
chr4,8421214,8421714,1.72309635,0.000439172,0.497385915,C4
chr4,26077177,26077677,2.31644784,0.000465341,0.30932277,C4
chr20,42379814,42380314,1.197130386,0.000478767,0.473692315,C4
chr1,162657643,162658143,4.034924499,0.000483455,0.222392676,C4
chr1,235805494,235805994,1.699526232,0.00050627,0.571068017,C4
chr2,149361070,149361570,1.811145827,0.00050627,0.239487104,C4
chr6,105932333,105932833,2.389054494,0.000509652,0.366395395,C4
chr10,85440260,85440760,1.80363706,0.000512334,0.431175756,C4
chr15,75162355,75162855,4.145589668,0.000516425,0.2822358,C4
chr16,4464243,4464743,1.28652165,0.000516425,0.779193685,C4
chr9,93049798,93050298,3.29872823,0.000519528,0.289771023,C4
chr1,42102822,42103322,5.791892139,0.000519965,0.225775025,C4
chr6,30181736,30182236,1.581879556,0.000525523,0.257100718,C4
chr8,101422912,101423412,1.624630258,0.000525523,0.208628993,C4
chr9,71594315,71594815,2.939642151,0.000540057,0.262001127,C4
chr17,62985133,62985633,2.350888419,0.000540673,0.206389972,C4
chr2,201288441,201288941,4.210639068,0.000540673,0.150957611,C4
chr15,94850010,94850510,1.789722865,0.000541441,0.519399963,C4
chr5,40675917,40676417,1.62635641,0.000546152,0.506395373,C4
chr16,53568839,53569339,1.651787441,0.000546928,0.450246363,C4
chr14,93532282,93532782,1.482666646,0.000549298,0.503115676,C4
chr11,76340409,76340909,3.03683157,0.000551267,0.177629817,C4
chr13,33778217,33778717,2.727546513,0.000565975,0.258074683,C4
chr12,48149211,48149711,2.552370032,0.000574638,0.198183185,C4
chr16,10970086,10970586,2.690407884,0.000588654,0.243187745,C4
chr10,45464043,45464543,3.09754894,0.000589042,0.275639547,C4
chr20,5164686,5165186,6.17310549,0.000589042,0.144046361,C4
chr5,66009715,66010215,6.836066454,0.000589042,0.229253593,C4
chr8,118398563,118399063,6.687793231,0.000589042,0.206664641,C4
chr6,106047449,106047949,1.736442849,0.000603362,0.356490375,C4
chr9,125710512,125711012,3.021082434,0.000608918,0.227996853,C4
chr4,99850988,99851488,1.086840216,0.000615504,0.477197247,C4
chr11,122616764,122617264,1.703221956,0.000639749,0.561196724,C4
chr12,4255370,4255870,2.023672707,0.000641628,0.222531729,C4
chr1,37947163,37947663,2.274404218,0.000658943,0.249373617,C4
chr1,14029225,14029725,1.278014746,0.000679249,0.534222698,C4
chr2,223678086,223678586,2.172674253,0.000682558,0.337953936,C4
chr16,81749359,81749859,3.100386982,0.000717134,0.151808854,C4
chr15,94806494,94806994,2.851133172,0.000718573,0.239350399,C4
chr2,96823458,96823958,1.298889501,0.000722944,0.442099179,C4
chr8,102986723,102987223,4.239416439,0.000754523,0.233095756,C4
chr6,11711844,11712344,4.418435326,0.000774949,0.268507054,C4
chr11,60931646,60932146,2.297381794,0.0007757,0.284913634,C4
chr22,32347115,32347615,3.520847055,0.000790311,0.288122792,C4
chr19,36203686,36204186,1.124953254,0.000793996,0.378020641,C4
chr1,151820995,151821495,2.336159119,0.000806614,0.396677395,C4
chr10,104464589,104465089,3.128428171,0.000809022,0.195708047,C4
chr10,121074592,121075092,1.578375556,0.000809022,0.376311758,C4
chr16,11059540,11060040,3.131259475,0.000809022,0.167554816,C4
chr2,201335231,201335731,2.983140046,0.000809022,0.217285135,C4
chr3,46871066,46871566,3.456088787,0.000809022,0.252478547,C4
chr7,96315065,96315565,3.963726751,0.000809872,0.223589694,C4
chr6,143642777,143643277,3.379977875,0.000810777,0.261887926,C4
chr16,81875173,81875673,1.675695952,0.000827714,0.421888803,C4
chr22,25882065,25882565,4.93380897,0.000833994,0.267867191,C4
chr8,29832686,29833186,3.286476082,0.000837804,0.18524652,C4
chr5,156535942,156536442,1.524672235,0.000850111,0.421047452,C4
chr9,129159351,129159851,1.022606729,0.000852634,0.751360648,C4
chr14,51561658,51562158,1.039160521,0.000854404,0.345089081,C4
chr22,47049498,47049998,3.882040771,0.000854404,0.169811588,C4
chr5,110089311,110089811,2.315655695,0.000854404,0.325086597,C4
chr15,38732946,38733446,3.623012656,0.000856979,0.186873626,C4
chr15,45105375,45105875,3.45985519,0.00085898,0.176438539,C4
chr18,60824605,60825105,1.914771882,0.000859565,0.314789378,C4
chr10,7733213,7733713,3.366069064,0.000859581,0.202067297,C4
chr20,51430718,51431218,3.037777669,0.000859738,0.297863112,C4
chr2,191535884,191536384,2.195809248,0.00086019,0.09465327,C4
chr13,76063938,76064438,1.600692987,0.000860203,0.391804144,C4
chr21,32931268,32931768,1.323985854,0.000862079,0.369585337,C4
chr2,179960688,179961188,3.283780471,0.000867285,0.306292949,C4
chr1,119612407,119612907,3.066962067,0.000873625,0.231852548,C4
chr2,113681335,113681835,2.251285903,0.000876308,0.316330167,C4
chr18,13290903,13291403,1.285816907,0.000905118,0.463488225,C4
chr10,34032348,34032848,6.93725434,0.000910032,0.246057389,C4
chr11,115134910,115135410,6.973338266,0.000910032,0.252340525,C4
chr16,12645369,12645869,6.773892824,0.000910032,0.219498277,C4
chr17,9869467,9869967,5.862407887,0.000910032,0.115745436,C4
chr2,203142695,203143195,1.359634234,0.000910032,0.271324142,C4
chr6,135945965,135946465,2.061399672,0.000910032,0.124831894,C4
chr8,59820607,59821107,6.178057989,0.000910032,0.144548656,C4
chr11,60682874,60683374,1.594463362,0.000932585,0.316767514,C4
chr19,7010667,7011167,1.905405293,0.000932585,0.183796656,C4
chr3,176916889,176917389,1.318386525,0.000932585,0.279487084,C4
chr6,11729302,11729802,2.161918074,0.000932585,0.201858788,C4
chr17,5145596,5146096,2.404013788,0.000949003,0.204457231,C4
chr10,7526395,7526895,1.493354404,0.000988556,0.506804293,C4
chr15,38870727,38871227,1.575173977,0.000991706,0.282693833,C4
chr14,65768622,65769122,1.810276898,0.000992445,0.268370729,C4
chr17,1104637,1105137,1.442958173,0.001015066,0.444254629,C4
chr1,156123990,156124490,2.037621869,0.001016663,0.420766568,C4
chr15,38869527,38870027,1.775021087,0.001027563,0.257060941,C4
chr4,185745594,185746094,1.840568446,0.001029056,0.135448575,C4
chr5,66136432,66136932,1.434249236,0.001056943,0.288273749,C4
chr10,27010388,27010888,1.21513136,0.001064919,0.354666192,C4
chr2,179719131,179719631,3.335427849,0.001066585,0.21001451,C4
chr4,57880992,57881492,4.53598636,0.001085647,0.276227718,C4
chr4,185203371,185203871,1.190608739,0.001094113,0.290388367,C4
chr2,136711746,136712246,2.272722895,0.001096448,0.281887903,C4
chr3,9343437,9343937,2.622181435,0.001096448,0.155001116,C4
chr2,113578711,113579211,1.550428303,0.001101677,0.255946366,C4
chr2,172175497,172175997,1.533840226,0.001183839,0.38253892,C4
chr15,75164540,75165040,3.61813792,0.001215737,0.201870524,C4
chr15,85861978,85862478,4.960238818,0.001248963,0.110743767,C4
chr10,118607479,118607979,5.574535086,0.001252175,0.210585051,C4
chr15,65805291,65805791,1.242118033,0.001252175,0.332961596,C4
chr17,62401101,62401601,5.047121592,0.001252641,0.185868823,C4
chr18,77936996,77937496,5.26982067,0.001252641,0.179151934,C4
chr2,46307114,46307614,4.930751429,0.001270191,0.233707335,C4
chr17,9943805,9944305,3.058202708,0.001270746,0.23139959,C4
chr10,112400904,112401404,4.540373024,0.001271476,0.188129359,C4
chr20,50385568,50386068,3.283278005,0.001273994,0.225879605,C4
chr6,12065926,12066426,3.198432652,0.00127639,0.246963091,C4
chr11,88086992,88087492,1.934939371,0.0012876,0.168595739,C4
chr19,13945004,13945504,3.957535774,0.001290665,0.167409431,C4
chr9,129606320,129606820,4.165889332,0.001290665,0.203228049,C4
chr8,29383405,29383905,1.494102844,0.00131306,0.211040803,C4
chr18,46852142,46852642,2.386783993,0.001341278,0.213564192,C4
chr9,130673451,130673951,2.971680594,0.001341278,0.354322895,C4
chr16,50372849,50373349,1.580731967,0.001381865,0.427983147,C4
chr1,200044575,200045075,7.104075946,0.001396818,0.276467887,C4
chr3,58244648,58245148,6.231349314,0.001396818,0.150064114,C4
chr3,141047222,141047722,6.244223616,0.001396818,0.151427393,C4
chr5,102098482,102098982,1.286375734,0.001396818,0.229316183,C4
chr6,154927597,154928097,2.706569463,0.001396818,0.286790553,C4
chr7,192201,192701,5.92196491,0.001396818,0.120708927,C4
chr8,29327365,29327865,5.929271985,0.001396818,0.121332132,C4
chr8,102979952,102980452,2.7126784,0.001396818,0.298358277,C4
chr8,103931938,103932438,6.405593396,0.001396818,0.169588163,C4
chr9,132790672,132791172,2.504310081,0.001396818,0.227977419,C4
chr12,22283500,22284000,2.230981062,0.00141327,0.245966597,C4
chr4,186508456,186508956,2.55934886,0.001419152,0.251813617,C4
chr8,80605407,80605907,1.332241691,0.001426215,0.194052934,C4
chr2,27613995,27614495,1.422654068,0.001429672,0.273606529,C4
chr9,130188992,130189492,1.123350735,0.001435238,0.296414275,C4
chr6,11825103,11825603,1.515865696,0.001447731,0.16800152,C4
chr1,40879902,40880402,4.732024477,0.001519139,0.237042082,C4
chr14,88495872,88496372,1.3315581,0.001527589,0.201246637,C4
chr11,130506816,130507316,4.21209598,0.001531855,0.252714141,C4
chr13,40719146,40719646,2.021169397,0.001533,0.300450098,C4
chr12,120451037,120451537,3.909866365,0.001549707,0.142898137,C4
chr5,156530496,156530996,3.757317953,0.001553308,0.170120593,C4
chr19,47140406,47140906,3.857219524,0.001589699,0.248144957,C4
chr5,88609627,88610127,2.787175032,0.001593396,0.185332737,C4
chr10,14915016,14915516,3.174219558,0.001624674,0.224398316,C4
chr1,42164595,42165095,1.761359866,0.001627232,0.388581412,C4
chr16,12632361,12632861,2.841641507,0.001654277,0.13293773,C4
chr3,125481383,125481883,2.797426478,0.001658129,0.188963071,C4
chr8,59840031,59840531,2.451621873,0.001660395,0.444411564,C4
chr1,41469247,41469747,1.507119784,0.001681273,0.59561846,C4
chr16,11058625,11059125,1.768333382,0.001723785,0.271922718,C4
chr21,35501867,35502367,3.73095938,0.001730286,0.158311431,C4
chr19,30101376,30101876,1.615505201,0.001747165,0.469861618,C4
chr6,16323499,16323999,1.463391599,0.001769487,0.266183281,C4
chr13,28932200,28932700,3.77310152,0.00177218,0.262469206,C4
chr16,87901734,87902234,1.077294497,0.001778996,0.40403475,C4
chr2,238807151,238807651,1.864497042,0.001796439,0.495162707,C4
chr3,113932281,113932781,1.293022165,0.001796439,0.558828206,C4
chr3,66354700,66355200,1.997438889,0.001802401,0.269681954,C4
chr17,75102975,75103475,1.862327594,0.001803906,0.230332587,C4
chr1,24285961,24286461,1.062596334,0.001832196,0.341956806,C4
chr1,192550007,192550507,3.283283308,0.001832196,0.270861733,C4
chr12,108962539,108963039,2.127335077,0.001832196,0.425658444,C4
chr17,55621663,55622163,3.085110932,0.001832196,0.180555664,C4
chr7,99840997,99841497,2.856317135,0.001836146,0.188928732,C4
chr5,39160879,39161379,3.092531726,0.001868492,0.289652597,C4
chr1,151819145,151819645,2.050195556,0.001882893,0.275180673,C4
chr3,4948693,4949193,4.862270753,0.001891821,0.116315028,C4
chr14,98686016,98686516,3.180500465,0.001895617,0.18217382,C4
chr10,126635528,126636028,4.772996393,0.001900104,0.16663239,C4
chr3,141090549,141091049,3.244448852,0.001903244,0.221980302,C4
chr15,96407495,96407995,2.352102086,0.001926258,0.204596391,C4
chr12,102591539,102592039,4.555954424,0.00193827,0.227610902,C4
chr7,89475232,89475732,4.687601368,0.00193827,0.18871481,C4
chr1,63087637,63088137,4.593509566,0.001939636,0.318540909,C4
chr15,100021987,100022487,4.288966446,0.001939636,0.190439358,C4
chr3,47000050,47000550,3.663254776,0.001958974,0.078503516,C4
chr9,130732554,130733054,1.010897995,0.001971181,0.261684546,C4
chr1,206966901,206967401,3.49488218,0.001979934,0.160249316,C4
chr6,13478879,13479379,2.954377673,0.001985866,0.235307535,C4
chr14,105957816,105958316,1.151670086,0.001989678,0.206205081,C4
chr20,30946532,30947032,1.665813735,0.00205427,0.17293511,C4
chr12,22686018,22686518,2.272197878,0.00208057,0.258140128,C4
chr4,6857962,6858462,2.181625122,0.00208057,0.138882622,C4
chr3,9344132,9344632,2.456417561,0.002109935,0.230457303,C4
chr8,95972806,95973306,2.63582066,0.002110773,0.322085374,C4
chr11,66241491,66241991,6.46867165,0.002126904,0.17725794,C4
chr11,122625680,122626180,6.666194005,0.002126904,0.203563539,C4
chr14,23373737,23374237,6.698697725,0.002126904,0.208247976,C4
chr15,100042827,100043327,5.830566586,0.002126904,0.113174649,C4
chr16,22110738,22111238,5.908839726,0.002126904,0.119597403,C4
chr17,9955770,9956270,6.70359327,0.002126904,0.208962712,C4
chr18,53779545,53780045,6.479613299,0.002126904,0.178622817,C4
chr4,1075417,1075917,5.58112372,0.002126904,0.094883501,C4
chr9,132286625,132287125,6.061360186,0.002126904,0.133159394,C4
chr1,167415282,167415782,1.075291771,0.002137689,0.233146241,C4
chr9,131312442,131312942,1.852033196,0.00214781,0.183736702,C4
chr6,13383718,13384218,1.713852392,0.002168118,0.33749512,C4
chr2,223288339,223288839,2.140489446,0.002168253,0.158925626,C4
chr5,60498014,60498514,1.954203608,0.002168253,0.200319159,C4
chr6,158744127,158744627,2.397009062,0.002168253,0.267763352,C4
chr5,126926000,126926500,1.894220828,0.002183796,0.193582312,C4
chr19,30195754,30196254,1.318299093,0.002192095,0.259275769,C4
chr10,121463893,121464393,1.525324538,0.002266866,0.156310776,C4
chr16,29690935,29691435,1.98689935,0.002266866,0.261185368,C4
chr16,12627053,12627553,2.892860595,0.002315887,0.326768049,C4
chr14,61827780,61828280,2.289462512,0.002331188,0.314434815,C4
chr2,204779477,204779977,1.992280693,0.002343135,0.291781372,C4
chr11,14599329,14599829,1.464037413,0.002374048,0.202236894,C4
chr15,51056596,51057096,2.230061926,0.002385971,0.344084452,C4
chr1,227946078,227946578,3.709278811,0.002400675,0.203034786,C4
chr17,9868930,9869430,3.63552966,0.002403685,0.151947266,C4
chr9,132778996,132779496,1.571964044,0.002610341,0.395054826,C4
chr20,1125141,1125641,2.376768212,0.00263567,0.27566426,C4
chr8,29608343,29608843,3.63893831,0.00263567,0.208068645,C4
chr13,24701379,24701879,2.50651725,0.002659004,0.321000983,C4
chr20,5108125,5108625,1.321032661,0.002662805,0.296691122,C4
chr1,162122121,162122621,3.152429338,0.002700113,0.176057114,C4
chr2,191586656,191587156,1.782375864,0.002717815,0.205137575,C4
chr12,31943727,31944227,3.344016715,0.002721809,0.164284654,C4
chr1,32392668,32393168,2.187929496,0.002750197,0.252806927,C4
chr11,64071718,64072218,1.222100697,0.00275454,0.321179155,C4
chr4,6200391,6200891,1.749081382,0.002771468,0.338318324,C4
chr7,43625824,43626324,1.180673674,0.002777695,0.179643755,C4
chr10,12446890,12447390,2.898563948,0.002794301,0.150552591,C4
chr5,95298056,95298556,1.799879501,0.002824284,0.180006321,C4
chr5,86365104,86365604,2.694360227,0.002842519,0.189758159,C4
chr12,20046959,20047459,2.648407786,0.002871921,0.163991575,C4
chr15,58765954,58766454,3.422835146,0.002871921,0.238598431,C4
chr17,66454357,66454857,3.092074277,0.002871921,0.162249909,C4
chr3,183067287,183067787,1.201166712,0.002888751,0.231169528,C4
chr16,11792074,11792574,5.570164093,0.002900224,0.281481322,C4
chr8,133564660,133565160,5.434101632,0.002900224,0.245321854,C4
chr5,53817825,53818325,5.006570828,0.002901498,0.190484605,C4
chr1,116190013,116190513,5.207028913,0.002921094,0.234644269,C4
chr1,36004007,36004507,2.58643392,0.002953209,0.281169727,C4
chr19,55315504,55316004,3.003889856,0.002953958,0.229179691,C4
chr1,68284234,68284734,4.23338612,0.002973136,0.234248201,C4
chr12,20047677,20048177,4.022542938,0.002973136,0.123472354,C4
chr19,30327215,30327715,4.178730723,0.002973136,0.19412639,C4
chr2,172173329,172173829,4.063214094,0.002973136,0.11508251,C4
chr4,129209849,129210349,1.08958622,0.002973136,0.218227359,C4
chr7,151493130,151493630,4.061297004,0.002973136,0.146088931,C4
chr2,113678399,113678899,1.456077596,0.002981241,0.438515972,C4
chr2,201319545,201320045,1.398395676,0.002981241,0.267602928,C4
chr12,107144236,107144736,4.098382902,0.002982938,0.205925567,C4
chr14,81989914,81990414,3.775736901,0.002992827,0.238985842,C4
chr7,151169185,151169685,2.331783507,0.002992834,0.182502904,C4
chr3,142706380,142706880,3.259436616,0.002997803,0.14041755,C4
chr7,37960005,37960505,2.641170747,0.003026542,0.117066793,C4
chr20,21528875,21529375,2.575425012,0.00304772,0.207622906,C4
chr11,109870684,109871184,2.127683096,0.003053233,0.436635206,C4
chr3,16420370,16420870,1.880375611,0.003053233,0.368308672,C4
chr9,71408812,71409312,2.230204052,0.003053233,0.200360186,C4
chr4,99403956,99404456,1.817092033,0.003056621,0.177816699,C4
chr3,52344838,52345338,1.102322653,0.00311772,0.357063097,C4
chr7,151724811,151725311,1.459538867,0.00312036,0.514305786,C4
chr1,162875430,162875930,6.729139687,0.003195713,0.212732023,C4
chr11,10921796,10922296,6.207900762,0.003195713,0.147612156,C4
chr13,33403904,33404404,6.378632485,0.003195713,0.166410871,C4
chr13,39833353,39833853,5.857320663,0.003195713,0.115330889,C4
chr17,4081100,4081600,6.370930699,0.003195713,0.165514081,C4
chr2,10884554,10885054,6.272067049,0.003195713,0.154417711,C4
chr21,26338076,26338576,6.879997371,0.003195713,0.236404463,C4
chr3,46407623,46408123,6.167137004,0.003195713,0.14344331,C4
chr3,58239889,58240389,6.184618362,0.003195713,0.145216685,C4
chr4,77635004,77635504,6.035339754,0.003195713,0.130743078,C4
chr9,71589823,71590323,5.525771353,0.003195713,0.09123583,C4
chr6,144472997,144473497,1.862634028,0.00320748,0.210414434,C4
chr17,55540543,55541043,1.979022435,0.00327649,0.346696677,C4
chr6,36067017,36067517,4.797826115,0.003412344,0.216449742,C4
chr5,73924036,73924536,3.909604409,0.003446381,0.154930477,C4
chr10,34035624,34036124,3.760080511,0.003487524,0.164517981,C4
chr2,38880696,38881196,1.257777891,0.003487524,0.390974816,C4
chr8,28907618,28908118,1.089443916,0.003561707,0.388396189,C4
chr2,64204974,64205474,3.47099252,0.003583511,0.183456467,C4
chr10,112533912,112534412,1.147528288,0.003640726,0.525594942,C4
chr20,30942872,30943372,2.858026712,0.003640726,0.118256814,C4
chr21,30672431,30672931,1.058847787,0.003655376,0.439959482,C4
chr18,46852761,46853261,2.302577625,0.003673028,0.097593547,C4
chr16,67345499,67345999,1.210327551,0.003714341,0.308358236,C4
chr2,181901596,181902096,1.92022971,0.003718044,0.227825099,C4
chr3,58343731,58344231,2.176946844,0.003764763,0.206504463,C4
chr3,58343099,58343599,2.091074938,0.003774534,0.122310228,C4
chr22,24734598,24735098,4.346839739,0.00378804,0.250304336,C4
chr7,151169879,151170379,4.098919078,0.003797128,0.20447973,C4
