Gene Name,correlation.E-score,pvalue.E-score,adjpvalue.E-score,MME Biomarkers(Reference),Gene Name,correlation.S-score,pvalue.S-score,adjpvalue.S-score,MMS biomarkers(Reference)
CYP4F11,0.368604922,0.002953295,0.018231084,,ZNF714,0.434549313,0.000372807,0.003723049,
ZKSCAN3,0.368526223,0.002959876,0.01825826,,OXSR1,0.434444126,0.000374169,0.003733819,
MIR548Y,0.368513555,0.002960937,0.018260321,,TESK1,0.434396998,0.000374781,0.003734082,
PEF1,0.368467658,0.002964782,0.018270623,,CASP8AP2,0.434396767,0.000374784,0.003734082,
MRPS33,0.368463362,0.002965142,0.018270623,,ATG9A,0.434393929,0.000374821,0.003734082,
RN5S97,0.368458922,0.002965515,0.018270623,,RUSC1,0.434383971,0.00037495,0.003734082,
KCNK1,0.368412976,0.00296937,0.01828989,,LMF2,0.434373465,0.000375087,0.003734082,
SUMF2,0.368387896,0.002971476,0.018293898,,PLD1,0.434271693,0.000376412,0.003745792,
FAM214A,0.36818324,0.002988711,0.018391,,FEM1C,0.434163319,0.000377828,0.003758395,
FLJ43585,0.368165564,0.002990204,0.018395683,,MGC2752,0.43398156,0.000380214,0.003779869,
RN5S153,0.368142164,0.002992181,0.018403343,,FKBP4,0.433975953,0.000380288,0.003779869,
LOC644634,0.367966501,0.003007061,0.018472264,,RAB15,0.433892003,0.000381394,0.003787571,
LOC100506338,0.367936849,0.00300958,0.018483216,,KIAA0195,0.433882896,0.000381515,0.003787571,
ALS2CR8,0.367691076,0.003030525,0.018580073,,SPC25,0.433840626,0.000382073,0.003791619,
LOC100506201,0.367665297,0.003032729,0.018588155,,LOC100505815,0.433704782,0.000383873,0.003807978,
AGAP1,0.367491849,0.003047598,0.018657446,,STARD8,0.433461633,0.000387114,0.0038371,
PARP16,0.367428435,0.003053051,0.018681726,,LILRB2,0.433377013,0.000388248,0.003843792,
LINC00271,0.367383546,0.003056915,0.018696273,,DDX27,0.433316396,0.000389062,0.003848819,
ANKHD1-EIF4EBP3,0.367313029,0.003062995,0.018715245,,CCDC99,0.433149379,0.000391313,0.003869564,
ANKRD18A,0.367233911,0.00306983,0.018752446,,ST8SIA4,0.432952506,0.000393981,0.00389289,
WDR73,0.367135494,0.003078351,0.01879536,,SMPD4,0.432666254,0.000397891,0.00392227,
SCARNA7,0.367046034,0.003086114,0.018833611,,MED8,0.432286139,0.000403137,0.003969316,
ZNF862,0.366984575,0.003091457,0.01885249,,PRICKLE3,0.432129873,0.000405312,0.003986047,
ZCWPW2,0.366944362,0.003094958,0.018864685,,PTX3,0.432111016,0.000405576,0.003987076,
LOC100506083,0.366864411,0.003101929,0.018898008,,PIP4K2A,0.43207171,0.000406125,0.003988349,
REG1A,0.366730656,0.003113621,0.018962714,,LRRFIP2,0.43206767,0.000406181,0.003988349,
FGD6,0.366725666,0.003114058,0.018962714,,PXDC1,0.431913752,0.000408338,0.004006399,
SLC35E2,0.366565575,0.003128107,0.019037791,,VHL,0.431745936,0.000410702,0.004028016,
MAGI2-AS1,0.366497155,0.003134128,0.019057959,,RASA2-IT1,0.43172048,0.000411061,0.004029971,
GNRHR,0.366492791,0.003134512,0.019057959,,TCP1,0.431694706,0.000411426,0.004031971,
FAHD2B,0.366487177,0.003135007,0.019057959,,RN5S269,0.431676839,0.000411678,0.004032876,
TMEM141,0.366361148,0.003146127,0.019109337,,MUSTN1,0.431475061,0.000414543,0.004058238,
UIMC1,0.36630666,0.003150946,0.019131722,,FUT8,0.43138338,0.000415851,0.004067407,
GYPC,0.366280417,0.003153269,0.019141205,,LRRC8C,0.431295909,0.000417102,0.004078056,
NRG2,0.366259878,0.003155089,0.019147625,,SPACA5,0.431252177,0.000417728,0.004082596,
FAM165B,0.366239413,0.003156902,0.019154007,,VAV2,0.431156063,0.000419109,0.004094495,
C6orf136,0.366069469,0.003171999,0.019236319,,GOT2,0.431068404,0.000420371,0.004104293,
TMEM165,0.366003868,0.003177844,0.01926247,,KIF18A,0.431063776,0.000420438,0.004104293,
HSPA12A,0.365886246,0.003188347,0.019316821,,GPKOW,0.430944351,0.000422164,0.004119542,
TM4SF4,0.365843673,0.003192157,0.01933524,,CXCL9,0.430912908,0.00042262,0.004120476,
SHROOM2,0.365794009,0.003196606,0.019357523,,FLVCR2,0.430873755,0.000423188,0.004123126,
OSMR,0.365661416,0.003208511,0.019399116,,SLC31A2,0.430772419,0.00042466,0.00413511,
MIR1302-3,0.365571366,0.003216618,0.019422563,,CELSR1,0.430649952,0.000426447,0.004144488,
SLC25A4,0.36515369,0.003254462,0.019613378,,STC1,0.430638731,0.000426611,0.004144488,
FAM3C,0.36498475,0.00326988,0.019701577,,FOXN2,0.430636143,0.000426648,0.004144488,
PRDX6,0.364850072,0.003282218,0.019756975,,KCTD10,0.430632685,0.000426699,0.004144488,
CD160,0.364805431,0.003286317,0.019776911,,TMEM39B,0.430410796,0.000429955,0.004171273,
LOC100653078,0.364732487,0.003293024,0.019793581,,KIAA1644,0.430381735,0.000430383,0.004172331,
ERVK13-1,0.364627676,0.003302683,0.019834901,,CTDNEP1,0.430330661,0.000431136,0.004177896,
LOC339874,0.364411657,0.00332267,0.019938397,,NOL6,0.430221899,0.000432744,0.004191596,
LINC00574,0.364312374,0.003331891,0.019985362,,CLMP,0.430197163,0.00043311,0.004192181,Bueno2016(Sup.Table 2-Top50)
NUDT16L1,0.364165723,0.003345554,0.020051789,,PRKAR2A,0.430069882,0.000435001,0.004208856,
DNAJC3,0.364092011,0.003352441,0.020078436,,IKZF4,0.429997138,0.000436084,0.004217718,
ARHGAP5-AS1,0.364083941,0.003353195,0.020078436,,PDGFA,0.429938714,0.000436956,0.004224527,
CTSF,0.363794689,0.003380345,0.020207308,,FANCI,0.429622442,0.000441705,0.004265516,
PIGB,0.363751315,0.003384433,0.020222212,,MICU1,0.429589241,0.000442206,0.004268716,
SSX2IP,0.36372558,0.003386861,0.020222212,,HMGB2,0.429556297,0.000442704,0.004271882,
TCTN1,0.363576017,0.003400999,0.020301809,,GTF3C6,0.429476393,0.000443914,0.00428191,
ZNF697,0.363509066,0.003407345,0.020330035,,CALD1,0.429449997,0.000444314,0.004284127,
RTP4,0.363461923,0.00341182,0.020347075,,C1orf38,0.429423942,0.000444709,0.004286295,
SNORA48,0.363375224,0.003420063,0.020372069,,GOLM1,0.429342846,0.000445942,0.004294247,
ZNF609,0.363362762,0.00342125,0.020374307,,TRPV2,0.429335967,0.000446047,0.004294247,
SUV420H1,0.363279529,0.003429182,0.020411876,,ZNF643,0.429299728,0.000446599,0.004297915,
C4orf27,0.363042564,0.003451856,0.020527848,,LINC00452,0.429225697,0.000447728,0.004305489,
LOC100506007,0.3629232,0.003463328,0.020585582,,TEP1,0.429079749,0.000449963,0.004321981,
CCT6B,0.362741858,0.00348082,0.020675185,,MKRN2,0.429068787,0.000450131,0.004321981,
MRPS18B,0.36233283,0.003520565,0.020857042,,HIST1H2AJ,0.429016618,0.000450933,0.004328023,
CDK5RAP2,0.362178895,0.003535626,0.020921617,,MIR181A2,0.428905456,0.000452645,0.00434114,
FLJ35390,0.362160348,0.003537444,0.020927452,,SEC24A,0.428859318,0.000453357,0.004346313,
MIR4772,0.362098729,0.003543492,0.020953367,,PDE7A,0.428714454,0.0004556,0.004363319,
TBC1D5,0.362061237,0.003547176,0.020970219,,ARPC3,0.428711146,0.000455652,0.004363319,
NDUFA4,0.361968648,0.003556289,0.021004334,,CDR2,0.428540316,0.00045831,0.0043821,
DLEU2L,0.36184142,0.003568846,0.021073542,,MAP2K1,0.428352628,0.000461247,0.004406831,
CYP4F12,0.361795817,0.003573356,0.021095219,,CHST14,0.428272795,0.000462502,0.00441546,
CGNL1,0.361406981,0.003612017,0.021298446,,ITGBL1,0.428009729,0.000466658,0.004446105,
LIPT1,0.361389371,0.003613777,0.02129883,,CD163,0.428002904,0.000466766,0.004446105,
EARS2,0.361177442,0.003635014,0.021408937,,MERTK,0.42799131,0.00046695,0.004446105,
SREK1,0.36100858,0.003652014,0.021478868,,SYNJ2-IT1,0.427939045,0.00046778,0.004452323,
CKMT1B,0.360818034,0.003671282,0.021572001,,ANGEL1,0.427846425,0.000469254,0.004462977,
SCARNA10,0.360762068,0.003676959,0.021595259,,TMTC3,0.42771788,0.000471308,0.004474777,
AACS,0.360651978,0.003688147,0.021642803,,CMTM1,0.427713048,0.000471385,0.004474777,
PAN2,0.360585089,0.00369496,0.021670604,,AHSA1,0.427701714,0.000471567,0.00447481,
ALDH9A1,0.360564335,0.003697076,0.021672902,,PPAPDC1A,0.42767952,0.000471922,0.004476494,
LOC100505774,0.360404547,0.003713404,0.021756688,,SNORD62A,0.427508685,0.000474667,0.004499911,
LOC644248,0.360390615,0.003714831,0.021756688,,CXCL10,0.42736106,0.000477051,0.00451832,
LRRD1,0.360341589,0.003719855,0.021775967,,ABHD3,0.427273148,0.000478475,0.004530106,
TMEM176B,0.360292913,0.00372485,0.021795053,,HMGB3,0.427192896,0.000479779,0.004539031,
KIAA0319,0.360224242,0.003731906,0.021826966,,GJB3,0.427104819,0.000481214,0.00454918,
SIK2,0.360116968,0.003742952,0.021875514,,RPAP3,0.426466096,0.000491735,0.004641664,
ANKRD20A3,0.359669048,0.00378939,0.022116063,,NCBP1,0.42642975,0.00049234,0.00464563,
DLG5,0.359275702,0.003830589,0.022304731,,CCDC93,0.426156837,0.000496905,0.004683361,
SCYL3,0.35916402,0.003842359,0.022362904,,SBF1,0.426146139,0.000497084,0.004683361,
ACAD10,0.359099144,0.003849211,0.022397596,,MFAP2,0.426105156,0.000497773,0.004688094,
MIR4493,0.359083659,0.003850848,0.022401936,,COL8A2,0.425672277,0.000505103,0.004742913,
TMEM120A,0.359031253,0.003856393,0.022429002,,LRP3,0.425618867,0.000506014,0.004749695,
ACSS3,0.358938124,0.003866264,0.022470814,,SDCCAG3,0.425438825,0.000509097,0.004775063,
RN5S468,0.358790343,0.003881973,0.022549216,,ACE,0.425384253,0.000510035,0.004782073,
UROD,0.35875868,0.003885346,0.022550439,,TNFRSF10D,0.425032508,0.000516116,0.004833686,
PDLIM5,0.358746721,0.003886621,0.02255263,,LONP1,0.42493896,0.000517745,0.004847132,
MOSPD3,0.358618344,0.003900328,0.022621725,,HMGXB4,0.424848918,0.000519317,0.004860038,
PCCA-AS1,0.358390943,0.003924714,0.022731689,,PLK2,0.424597728,0.000523725,0.004895822,
CPB1,0.358365066,0.003927497,0.022737333,,GABPB1,0.424553005,0.000524513,0.004899548,
SNORD116-30,0.358288181,0.003935778,0.022780024,,ZNF622,0.424506279,0.000525338,0.00490543,
CLIC3,0.358177248,0.003947752,0.02283265,,HTR2A,0.424442612,0.000526464,0.004914117,
RWDD2A,0.358172512,0.003948264,0.02283265,,RASSF2,0.424418883,0.000526884,0.004916213,
ETAA1,0.358170301,0.003948503,0.02283265,,LOC100288637,0.424391578,0.000527368,0.004917077,
ILDR2,0.358053012,0.003961201,0.022891946,,BBX,0.424353265,0.000528047,0.004921588,
GKAP1,0.358050353,0.00396149,0.022891946,,FAR1-IT1,0.424328089,0.000528494,0.004922546,
PDP2,0.357937344,0.003973759,0.022957569,,WDR77,0.42432542,0.000528542,0.004922546,
UNC5CL,0.357925995,0.003974993,0.022959422,,MALT1,0.424242733,0.000530012,0.00493288,
RBM47,0.357917297,0.003975939,0.02295961,,GLT8D1,0.424240967,0.000530044,0.00493288,
PIBF1,0.357851626,0.003983088,0.022988608,,GPR85,0.424157015,0.000531541,0.004944982,
SKIV2L2,0.357847637,0.003983523,0.022988608,,COL1A2,0.424059594,0.000533283,0.004955481,
LOC100506413,0.357769882,0.003992003,0.02302064,,SLC2A1,0.424049814,0.000533458,0.004955481,
EEF2K,0.357511374,0.00402031,0.023146712,,CST4,0.424011755,0.00053414,0.004959348,
TMA16,0.357492899,0.00402234,0.023153095,,BOK,0.423810262,0.000537765,0.004984437,
GIGYF2,0.35738389,0.004034336,0.023216826,,LOC339192,0.423560086,0.000542296,0.005020885,
C11orf93,0.357291443,0.004044533,0.023261016,,PPP1R9B,0.423539055,0.000542679,0.005022577,
MRRFP1,0.357289114,0.004044791,0.023261016,,MEX3D,0.423297131,0.000547097,0.005057878,
CCDC89,0.357273994,0.004046461,0.023265299,,PLEKHA2,0.42304675,0.000551703,0.005092974,
ZSCAN16,0.357229456,0.004051384,0.023288278,,LOC100506676,0.42281564,0.000555987,0.005128748,
SRD5A3,0.357215179,0.004052963,0.023288871,,TCF19,0.422794625,0.000556378,0.005130472,
C15orf40,0.357202724,0.004054342,0.023289301,,LPCAT4,0.422773908,0.000556763,0.005132146,
POP5,0.357109466,0.004064674,0.023343319,,ENPP1,0.422711725,0.000557923,0.005140945,
KIF27,0.357023446,0.004074225,0.023387626,,COQ10A,0.422552107,0.000560908,0.005164667,
PMEL,0.356992785,0.004077634,0.023401711,,PFDN4,0.42251796,0.000561548,0.005168672,
LOC100270746,0.356966479,0.004080561,0.023405942,,RNU6-57,0.422369051,0.000564349,0.005191138,
NUP35,0.356966113,0.004080602,0.023405942,,PLCB3,0.42236625,0.000564402,0.005191138,
ZNF248,0.356961056,0.004081165,0.023405942,,RRP1B,0.422316406,0.000565343,0.005196347,
ARHGAP5,0.356867094,0.004091636,0.023455294,,CNDP2,0.422300472,0.000565644,0.005196347,
COX7B,0.356811692,0.004097822,0.023474831,,CD3EAP,0.422299587,0.00056566,0.005196347,
LGALS8-AS1,0.356568225,0.004125102,0.023598358,,SREBF2,0.422292435,0.000565796,0.005196347,
LOC100133091,0.356553325,0.004126776,0.023598358,,TIE1,0.422206549,0.000567421,0.005205567,
THAP7-AS1,0.35643714,0.004139856,0.023654098,,FBLIM1,0.422175348,0.000568012,0.005207796,
DHCR24,0.356434817,0.004140118,0.023654098,,SELM,0.422127003,0.00056893,0.005211801,
LRP2BP,0.356360646,0.004148487,0.023694734,,GCH1,0.422105028,0.000569347,0.005212183,
ABCA13,0.356293977,0.004156023,0.023719232,,TECPR2,0.421960065,0.000572108,0.005229418,
TOR1AIP1,0.356289311,0.004156551,0.023719232,,PPP1R12A,0.421864248,0.00057394,0.005241343,
ABCB1,0.356205584,0.004166033,0.023762552,,C14orf119,0.421859472,0.000574031,0.005241343,
TCTA,0.356112124,0.00417664,0.023792667,,SNTA1,0.421808133,0.000575015,0.005246514,
AVPI1,0.356073736,0.004181003,0.023806412,,ALYREF,0.421711746,0.000576866,0.005261493,
LRGUK,0.356058343,0.004182754,0.023809304,,L1CAM,0.421625683,0.000578523,0.005272783,
PFN2,0.355996199,0.004189829,0.023844178,,RRAGA,0.421429525,0.000582317,0.005305435,
THTPA,0.355875817,0.004203565,0.023916587,,TRIM71,0.421372688,0.00058342,0.005313562,
LSAMP-AS1,0.355818516,0.004210117,0.023937957,,TMEFF1,0.421288688,0.000585054,0.005326516,
IQCC,0.355800673,0.004212159,0.023938738,,GPN1,0.421148337,0.000587794,0.005347586,
CCDC56,0.355751602,0.004217779,0.023965263,,TM2D2,0.421055051,0.000589622,0.005358082,
LOC100505918,0.355727354,0.004220559,0.023970222,,PPP2R1A,0.421047048,0.000589779,0.005358082,
MIR568,0.355712636,0.004222247,0.023972128,,MED14-AS1,0.421045935,0.0005898,0.005358082,
LOC389023,0.355584661,0.004236951,0.024025317,,CCDC88A,0.421033658,0.000590041,0.005358335,
ADCK3,0.355560963,0.004239678,0.024034955,,TMEM201,0.420880849,0.000593048,0.00538175,
LOC100134868,0.355539285,0.004242175,0.024038672,,IGF2BP1,0.420799318,0.000594658,0.005394412,Bueno2016(Sup.Table 2-Top50)
KRT8P11,0.355209219,0.004280347,0.024227902,,SGOL2,0.420777416,0.000595091,0.005396393,
LOC100128023,0.355208867,0.004280388,0.024227902,,GJD3,0.420749643,0.000595641,0.00539943,
MIR4324,0.355191753,0.004282376,0.024231379,,ZFAND2B,0.420708116,0.000596463,0.0054027,
IFT43,0.355082711,0.004295058,0.024289062,,SLC7A5P1,0.420618844,0.000598235,0.005413191,
ZNHIT1,0.355063096,0.004297343,0.024296518,,GLRX3,0.420580241,0.000599003,0.005418188,
SLTM,0.354762719,0.004332469,0.024464843,,TP53RK,0.420548371,0.000599638,0.005420119,
MPP7,0.354758576,0.004332955,0.024464843,,NUDT15,0.420544216,0.000599721,0.005420119,
CHODL,0.354749223,0.004334053,0.024465547,,TBPL1,0.420357947,0.000603442,0.005448534,
NR2F1,0.354725133,0.004336882,0.024470526,,LOC100133286,0.420156089,0.000607498,0.00547729,
RNU1-13P,0.354633717,0.004347631,0.024520173,,HIST1H2BM,0.420056486,0.000609509,0.005489512,
ZFP14,0.354174544,0.004401984,0.024765592,,BORA,0.419913177,0.000612413,0.005510467,
TMEM161B-AS1,0.354023568,0.004419986,0.024855745,,MAP7D3,0.419898405,0.000612713,0.005510467,
ALDH6A1,0.353948429,0.004428969,0.024900693,,GRINA,0.419838673,0.000613927,0.005519415,
LOC283440,0.353923469,0.004431957,0.024911919,,ACTA2,0.419682133,0.00061712,0.005546138,
CETN3,0.353906337,0.004434009,0.02491788,,ZNF296,0.419612694,0.000618541,0.005556924,
TPRN,0.353814725,0.004444994,0.024957299,,GOLGA3,0.419473444,0.0006214,0.005580615,
MDH1B,0.353727888,0.00445543,0.025010304,,COL6A2,0.419344601,0.000624056,0.005600466,
NME3,0.353628878,0.004467355,0.025071644,,PTBP3,0.419246011,0.000626096,0.005616763,
FAM160A2,0.35354165,0.004477884,0.025122911,,WDR54,0.418979828,0.000631632,0.005658351,
DGCR9,0.353536644,0.004478489,0.025122911,,EIF2S1,0.418893976,0.000633427,0.00567039,
SH3TC2,0.353431667,0.004491191,0.025182926,,UBE2M,0.418823812,0.000634897,0.00568153,
SNORA57,0.353366207,0.004499127,0.025204939,,FOXL1,0.418805593,0.00063528,0.005682237,Bueno2016(Sup.Table 2-Top50)
C21orf15,0.353246659,0.004513654,0.025269424,,PPP2R2D,0.418697235,0.000637558,0.005699252,
ZNF3,0.353203651,0.00451889,0.025281847,,MAD2L1,0.418435447,0.000643093,0.005742601,
RB1CC1,0.353115958,0.004529583,0.025333277,,C17orf100,0.41836329,0.000644626,0.005754248,
PEBP1,0.353094609,0.004532189,0.025339334,,GPRIN3,0.418307608,0.000645811,0.005760738,
WASH5P,0.353073054,0.004534823,0.025342787,,FAM167B,0.418289891,0.000646189,0.005762061,
VPS52,0.353073047,0.004534823,0.025342787,,ITPK1,0.418219238,0.000647697,0.005771411,
EIF4EBP2,0.35299322,0.004544587,0.025386061,,C9orf104,0.418123709,0.00064974,0.005785613,
EXTL3-AS1,0.352974222,0.004546913,0.025393413,,LTBP1,0.418123222,0.000649751,0.005785613,
NET1,0.352890243,0.004557209,0.025445249,,TSPAN17,0.417918541,0.000654149,0.005812425,
C10orf118,0.352882009,0.004558219,0.025445249,,RN5S507,0.41787331,0.000655125,0.005814928,
TMEM219,0.352826225,0.004565071,0.025466532,,ZCCHC10,0.417846088,0.000655713,0.005816038,
BCHE,0.352495855,0.004605836,0.025614359,,LRRC8A,0.417800851,0.000656691,0.005817792,
ABCB7,0.352424479,0.004614685,0.025639361,,GINS1,0.417794117,0.000656836,0.005817792,
SENP2,0.352418013,0.004615488,0.025639361,,LAMP1,0.417766939,0.000657425,0.005820951,
ZNF737,0.352410247,0.004616452,0.025639361,,CHST2,0.417649835,0.000659965,0.005840596,
SPDYE2L,0.352366238,0.004621917,0.025664047,,CCT2,0.417643242,0.000660108,0.005840596,
SNORD60,0.352265123,0.004634497,0.025722533,,LOC100887755,0.417595316,0.00066115,0.005845704,
BEGAIN,0.352230219,0.004638846,0.025738975,,NPTXR,0.417454491,0.000664222,0.005867967,
CLIP4,0.352216705,0.004640531,0.025738975,,MYEOV,0.417413761,0.000665113,0.005868718,
SPTLC3,0.352144618,0.004649528,0.025777501,,TUBA3E,0.417296091,0.000667692,0.005886978,
ASS1,0.352095607,0.004655654,0.025805772,,COL8A1,0.417160513,0.000670675,0.005911207,
PRIMA1,0.351883842,0.004682204,0.025930063,,C12orf5,0.417088864,0.000672257,0.005923069,
FAM3B,0.351816809,0.004690636,0.025970026,,COPS8,0.416977416,0.000674723,0.005941113,
KRTAP12-1,0.351769633,0.004696578,0.025986775,,MLL4,0.41697498,0.000674777,0.005941113,
CHN2,0.351762042,0.004697535,0.025986775,,LACTB,0.416905124,0.000676328,0.005952678,
RN5S462,0.351725108,0.004702192,0.025994944,,GLYATL2,0.416787323,0.000678949,0.005971572,
SYT7,0.351704089,0.004704845,0.026003888,,SPANXC,0.416738437,0.00068004,0.005979073,
SCP2,0.351654229,0.004711142,0.026031458,,NDST2,0.416724789,0.000680345,0.005979661,
LNX1,0.351449102,0.004737128,0.026153565,,EDEM1,0.416671817,0.000681529,0.005986441,
BAG1,0.351423841,0.004740337,0.02615979,,EXOSC7,0.41652707,0.000684774,0.006012285,
ZNF563,0.35124899,0.0047626,0.026271117,,PRKD2,0.416389858,0.000687864,0.00603369,
ZNF32,0.351209609,0.004767627,0.026287309,,CYTH1,0.416386808,0.000687932,0.00603369,
LOC100507624,0.351037736,0.004789622,0.026391965,,LOC100131234,0.416328323,0.000689253,0.006042178,
SNORD115-22,0.351036674,0.004789758,0.026391965,,PLOD3,0.416297299,0.000689955,0.006045099,
EPHA6,0.351007132,0.004793547,0.026407057,,TMEM206,0.41616653,0.000692919,0.006068953,
WDR59,0.350954963,0.004800246,0.026432373,,IFI30,0.415955235,0.000697732,0.006104732,
TCP10L,0.350932829,0.004803091,0.026436455,,TMEM249,0.415822681,0.000700768,0.006129156,
NDUFC1,0.350705172,0.004832434,0.026568286,,GREB1L,0.415770893,0.000701957,0.00613742,
LOC100506365,0.350689648,0.004834441,0.026568286,,SPECC1,0.41556937,0.000706601,0.006175881,
FOPNL,0.350525327,0.004855727,0.026671085,,PDE10A,0.415505726,0.000708074,0.006186601,
DDX59,0.350520684,0.00485633,0.026671085,,TIMM22,0.415467022,0.000708971,0.006192285,
MIR4299,0.350510306,0.004857677,0.026672656,,EFS,0.415410161,0.00071029,0.006201655,
HS6ST3,0.350106623,0.004910339,0.026935771,,TAF2,0.415321753,0.000712346,0.006217447,
NT5C,0.350101939,0.004910953,0.026935771,,RP2,0.415289009,0.000713109,0.006221945,
LAMA5,0.350070945,0.004915018,0.026948303,,CRK,0.415253404,0.000713939,0.006224868,
LOC283140,0.350068167,0.004915382,0.026948303,,HIST1H1A,0.415191586,0.000715383,0.006235294,
LMAN2,0.350032594,0.004920051,0.026968018,,HIST1H2BL,0.415165863,0.000715985,0.006238374,
LOC100132705,0.350007862,0.0049233,0.02697994,,TMEM86B,0.41506855,0.000718265,0.006256069,
MCFD2,0.349841109,0.004945251,0.027076623,,TMX1,0.414999026,0.000719897,0.006268119,
NBR2,0.349613093,0.004975407,0.027223945,,PCNT,0.414837035,0.000723715,0.006291597,
NICN1-AS1,0.349599941,0.004977151,0.027227562,,MRAS,0.414649441,0.000728159,0.00632253,
TRIM17,0.349522024,0.004987496,0.027272284,,2-Sep,0.414579622,0.000729819,0.006334757,
FKBP9,0.349466812,0.004994838,0.027293513,,REXO4,0.414543516,0.000730679,0.006340032,
CBX4,0.34931376,0.00501524,0.027376213,,MRPS12,0.414505233,0.000731592,0.006343572,
KIAA0556,0.349305795,0.005016304,0.027376213,,TUBB6,0.414416314,0.000733716,0.006358515,
GLI2,0.349015489,0.005055212,0.027552659,,KAZALD1,0.414411914,0.000733821,0.006358515,
C1orf122,0.3489923,0.005058331,0.027554478,,F8A1,0.414292263,0.000736688,0.00638116,
JAKMIP3,0.348971868,0.005061081,0.027560744,,LAG3,0.414260929,0.000737441,0.006385479,
